ID,ProductName,Price
521,product_D,512
522,product_A,37
523,product_A,664
524,product_B,294
525,product_C,304
526,product_D,494
527,product_A,617
528,product_B,140
529,product_C,888
530,product_D,422
531,product_A,627
532,product_A,832
533,product_B,338
534,product_C,914
535,product_D,181
536,product_A,889
537,product_B,452
538,product_C,340
539,product_D,700
540,product_A,912
541,product_A,82
542,product_B,775
543,product_C,71
544,product_D,949
545,product_A,620
546,product_B,951
547,product_C,419
548,product_D,933
549,product_A,159
550,product_A,538
551,product_B,701
552,product_C,854
553,product_D,85
554,product_A,489
555,product_B,284
556,product_C,30
557,product_D,265
558,product_A,771
559,product_A,970
560,product_B,945
561,product_C,66
562,product_D,369
563,product_A,893
564,product_B,497
565,product_C,264
566,product_D,915
567,product_A,58
568,product_A,13
569,product_B,533
570,product_C,917
571,product_D,196
572,product_A,537
573,product_B,458
574,product_C,998
575,product_D,992
576,product_A,671
577,product_A,776
578,product_B,167
579,product_C,24
580,product_D,75
581,product_A,516
582,product_B,240
583,product_C,211
584,product_D,252
585,product_A,63
586,product_A,691
587,product_B,480
588,product_C,998
589,product_D,280
590,product_A,790
591,product_B,668
592,product_C,381
593,product_D,510
594,product_A,695
595,product_A,418
596,product_B,704
597,product_C,27
598,product_D,780
599,product_A,458
600,product_B,910
601,product_C,603
602,product_D,137
603,product_A,631
604,product_A,304
605,product_B,578
606,product_C,985
607,product_D,746
608,product_A,875
609,product_B,296
610,product_C,309
611,product_D,820
612,product_A,407
613,product_A,272
614,product_B,525
615,product_C,121
616,product_D,193
617,product_A,189
618,product_B,605
619,product_C,378
620,product_D,780
621,product_A,258
622,product_A,231
623,product_B,418
624,product_C,449
625,product_D,322
626,product_A,730
627,product_B,593
628,product_C,242
629,product_D,832
630,product_A,214
631,product_A,163
632,product_B,687
633,product_C,858
634,product_D,183
635,product_A,201
636,product_B,376
637,product_C,899
638,product_D,139
639,product_A,553
640,product_A,360
641,product_B,154
642,product_C,769
643,product_D,292
644,product_A,277
645,product_B,654
646,product_C,192
647,product_D,160
648,product_A,210
649,product_A,208
650,product_B,477
651,product_C,605
652,product_D,455
653,product_A,461
654,product_B,137
655,product_C,758
656,product_D,488
657,product_A,573
658,product_A,325
659,product_B,534
660,product_C,201
661,product_D,660
662,product_A,111
663,product_B,193
664,product_C,384
665,product_D,966
666,product_A,72
667,product_A,684
668,product_B,500
669,product_C,509
670,product_D,854
671,product_A,66
672,product_B,662
673,product_C,313
674,product_D,483
675,product_A,221
676,product_A,542
677,product_B,262
678,product_C,461
679,product_D,969
680,product_A,372
681,product_B,576
682,product_C,855
683,product_D,226
684,product_A,21
685,product_A,480
686,product_B,160
687,product_C,351
688,product_D,87
689,product_A,209
690,product_B,627
691,product_C,338
692,product_D,362
693,product_A,411
694,product_A,465
695,product_B,644
696,product_C,109
697,product_D,396
698,product_A,345
699,product_B,715
700,product_C,809
701,product_D,63
702,product_A,466
703,product_A,807
704,product_B,318
705,product_C,778
706,product_D,490
707,product_A,508
708,product_B,875
709,product_C,179
710,product_D,824
711,product_A,228
712,product_A,211
713,product_B,915
714,product_C,643
715,product_D,562
716,product_A,694
717,product_B,840
718,product_C,594
719,product_D,523
720,product_A,817
721,product_A,951
722,product_B,552
723,product_C,947
724,product_D,174
725,product_A,152
726,product_B,946
727,product_C,677
728,product_D,594
729,product_A,917
730,product_A,567
731,product_B,126
732,product_C,445
733,product_D,605
734,product_A,55
735,product_B,537
736,product_C,832
737,product_D,181
738,product_A,944
739,product_A,31
740,product_B,792
741,product_C,182
742,product_D,431
743,product_A,163
744,product_B,697
745,product_C,620
746,product_D,574
747,product_A,84
748,product_A,323
749,product_B,847
750,product_C,988
751,product_D,493
752,product_A,848
753,product_B,135
754,product_C,329
755,product_D,617
756,product_A,857
757,product_A,107
758,product_B,612
759,product_C,484
760,product_D,821
761,product_A,95
762,product_B,178
763,product_C,695
764,product_D,15
765,product_A,507
766,product_A,337
767,product_B,225
768,product_C,229
769,product_D,20
770,product_A,515
771,product_B,907
772,product_C,502
773,product_D,617
774,product_A,656
775,product_A,932
776,product_B,46
777,product_C,630
778,product_D,734
779,product_A,184
780,product_B,614
781,product_C,392
782,product_D,81
783,product_A,587
784,product_A,99
785,product_B,808
786,product_C,793
787,product_D,252
788,product_A,285
789,product_B,441
790,product_C,37
791,product_D,821
792,product_A,138
793,product_A,201
794,product_B,646
795,product_C,109
796,product_D,210
797,product_A,290
798,product_B,859
799,product_C,316
800,product_D,714
801,product_A,992
802,product_A,365
803,product_B,730
804,product_C,815
805,product_D,84
806,product_A,912
807,product_B,749
808,product_C,465
809,product_D,567
810,product_A,472
811,product_A,229
812,product_B,553
813,product_C,379
814,product_D,12
815,product_A,568
816,product_B,718
817,product_C,53
818,product_D,670
819,product_A,808
820,product_A,1000
821,product_B,193
822,product_C,564
823,product_D,553
824,product_A,932
825,product_B,241
826,product_C,546
827,product_D,788
828,product_A,577
829,product_A,104
830,product_B,382
831,product_C,252
832,product_D,513
833,product_A,465
834,product_B,242
835,product_C,384
836,product_D,485
837,product_A,178
838,product_A,31
839,product_B,400
840,product_C,29
841,product_D,947
842,product_A,23
843,product_B,593
844,product_C,350
845,product_D,915
846,product_A,353
847,product_A,45
848,product_B,612
849,product_C,850
850,product_D,929
851,product_A,69
852,product_B,419
853,product_C,250
854,product_D,396
855,product_A,776
856,product_A,351
857,product_B,70
858,product_C,929
859,product_D,20
860,product_A,121
861,product_B,637
862,product_C,625
863,product_D,612
864,product_A,242
865,product_A,44
866,product_B,749
867,product_C,652
868,product_D,618
869,product_A,778
870,product_B,236
871,product_C,527
872,product_D,697
873,product_A,855
874,product_A,198
875,product_B,484
876,product_C,657
877,product_D,679
878,product_A,432
879,product_B,100
880,product_C,622
881,product_D,567
882,product_A,201
883,product_A,176
884,product_B,733
885,product_C,581
886,product_D,813
887,product_A,124
888,product_B,475
889,product_C,86
890,product_D,637
891,product_A,799
892,product_A,108
893,product_B,521
894,product_C,303
895,product_D,458
896,product_A,201
897,product_B,840
898,product_C,318
899,product_D,118
900,product_A,662
901,product_A,824
902,product_B,728
903,product_C,343
904,product_D,604
905,product_A,812
906,product_B,64
907,product_C,483
908,product_D,593
909,product_A,761
910,product_A,645
911,product_B,631
912,product_C,567
913,product_D,722
914,product_A,960
915,product_B,915
916,product_C,238
917,product_D,189
918,product_A,101
919,product_A,930
920,product_B,673
921,product_C,544
922,product_D,730
923,product_A,138
924,product_B,127
925,product_C,320
926,product_D,777
927,product_A,224
928,product_A,971
929,product_B,371
930,product_C,967
931,product_D,209
932,product_A,36
933,product_B,44
934,product_C,607
935,product_D,947
936,product_A,458
937,product_A,446
938,product_B,859
939,product_C,573
940,product_D,982
941,product_A,804
942,product_B,845
943,product_C,888
944,product_D,803
945,product_A,194
946,product_A,916
947,product_B,86
948,product_C,611
949,product_D,469
950,product_A,934
951,product_B,56
952,product_C,593
953,product_D,852
954,product_A,345
955,product_A,982
956,product_B,214
957,product_C,993
958,product_D,857
959,product_A,624
960,product_B,475
961,product_C,764
962,product_D,827
963,product_A,201
964,product_A,79
965,product_B,466
966,product_C,674
967,product_D,739
968,product_A,23
969,product_B,440
970,product_C,472
971,product_D,911
972,product_A,486
973,product_A,793
974,product_B,480
975,product_C,45
976,product_D,862
977,product_A,963
978,product_B,603
979,product_C,280
980,product_D,466
981,product_A,547
982,product_A,555
983,product_B,831
984,product_C,778
985,product_D,520
986,product_A,212
987,product_B,363
988,product_C,363
989,product_D,980
990,product_A,544
991,product_A,353
992,product_B,16
993,product_C,172
994,product_D,122
995,product_A,949
996,product_B,851
997,product_C,630
998,product_D,623
999,product_A,550
1000,product_A,823
1001,product_B,757
1002,product_C,500
1003,product_D,892
1004,product_A,861
1005,product_B,820
1006,product_C,60
1007,product_D,292
1008,product_A,407
1009,product_A,715
1010,product_B,397
1011,product_C,656
1012,product_D,754
1013,product_A,411
1014,product_B,162
1015,product_C,513
1016,product_D,616
1017,product_A,979
1018,product_A,964
1019,product_B,305
1020,product_C,449
1021,product_D,867
1022,product_A,426
1023,product_B,363
1024,product_C,522
1025,product_D,56
1026,product_A,24
1027,product_A,28
1028,product_B,898
1029,product_C,39
1030,product_D,925
1031,product_A,378
1032,product_B,929
1033,product_C,944
1034,product_D,17
1035,product_A,564
1036,product_A,231
1037,product_B,255
1038,product_C,237
1039,product_D,375
1040,product_A,834
1041,product_B,255
1042,product_C,528
1043,product_D,42
1044,product_A,227
1045,product_A,53
1046,product_B,903
1047,product_C,494
1048,product_D,217
1049,product_A,920
1050,product_B,452
1051,product_C,39
1052,product_D,896
1053,product_A,459
1054,product_A,560
1055,product_B,963
1056,product_C,164
1057,product_D,918
1058,product_A,276
1059,product_B,167
1060,product_C,882
1061,product_D,999
1062,product_A,777
1063,product_A,440
1064,product_B,950
1065,product_C,975
1066,product_D,494
1067,product_A,803
1068,product_B,775
1069,product_C,322
1070,product_D,263
1071,product_A,868
1072,product_A,514
1073,product_B,355
1074,product_C,329
1075,product_D,525
1076,product_A,808
1077,product_B,767
1078,product_C,753
1079,product_D,935
1080,product_A,770
1081,product_A,515
1082,product_B,746
1083,product_C,911
1084,product_D,948
1085,product_A,775
1086,product_B,304
1087,product_C,873
1088,product_D,752
1089,product_A,626
1090,product_A,926
1091,product_B,450
1092,product_C,394
1093,product_D,707
1094,product_A,102
1095,product_B,678
1096,product_C,120
1097,product_D,378
1098,product_A,760
1099,product_A,511
1100,product_B,62
1101,product_C,490
1102,product_D,650
1103,product_A,585
1104,product_B,30
1105,product_C,397
1106,product_D,794
1107,product_A,209
1108,product_A,370
1109,product_B,307
1110,product_C,387
1111,product_D,425
1112,product_A,327
1113,product_B,822
1114,product_C,651
1115,product_D,49
1116,product_A,207
1117,product_A,910
1118,product_B,836
1119,product_C,39
1120,product_D,598
1121,product_A,763
1122,product_B,709
1123,product_C,640
1124,product_D,484
1125,product_A,405
1126,product_A,232
1127,product_B,109
1128,product_C,681
1129,product_D,997
1130,product_A,828
1131,product_B,905
1132,product_C,209
1133,product_D,84
1134,product_A,865
1135,product_A,690
1136,product_B,494
1137,product_C,363
1138,product_D,117
1139,product_A,947
1140,product_B,932
1141,product_C,363
1142,product_D,157
1143,product_A,638
1144,product_A,350
1145,product_B,241
1146,product_C,475
1147,product_D,569
1148,product_A,328
1149,product_B,519
1150,product_C,490
1151,product_D,23
1152,product_A,600
1153,product_A,723
1154,product_B,395
1155,product_C,599
1156,product_D,831
1157,product_A,476
1158,product_B,164
1159,product_C,529
1160,product_D,314
1161,product_A,827
1162,product_A,141
1163,product_B,187
1164,product_C,978
1165,product_D,705
1166,product_A,471
1167,product_B,748
1168,product_C,445
1169,product_D,706
1170,product_A,559
1171,product_A,537
1172,product_B,140
1173,product_C,950
1174,product_D,898
1175,product_A,102
1176,product_B,598
1177,product_C,794
1178,product_D,278
1179,product_A,88
1180,product_A,220
1181,product_B,659
1182,product_C,267
1183,product_D,651
1184,product_A,169
1185,product_B,443
1186,product_C,47
1187,product_D,993
1188,product_A,835
1189,product_A,489
1190,product_B,14
1191,product_C,231
1192,product_D,753
1193,product_A,520
1194,product_B,678
1195,product_C,31
1196,product_D,671
1197,product_A,550
1198,product_A,707
1199,product_B,665
1200,product_C,490
1201,product_D,701
1202,product_A,504
1203,product_B,214
1204,product_C,343
1205,product_D,516
1206,product_A,496
1207,product_A,964
1208,product_B,425
1209,product_C,391
1210,product_D,621
1211,product_A,369
1212,product_B,496
1213,product_C,145
1214,product_D,282
1215,product_A,892
1216,product_A,986
1217,product_B,564
1218,product_C,667
1219,product_D,411
1220,product_A,229
1221,product_B,807
1222,product_C,508
1223,product_D,662
1224,product_A,607
1225,product_A,95
1226,product_B,926
1227,product_C,631
1228,product_D,822
1229,product_A,397
1230,product_B,954
1231,product_C,140
1232,product_D,670
1233,product_A,416
1234,product_A,896
1235,product_B,76
1236,product_C,978
1237,product_D,271
1238,product_A,545
1239,product_B,225
1240,product_C,425
1241,product_D,967
1242,product_A,441
1243,product_A,414
1244,product_B,503
1245,product_C,569
1246,product_D,254
1247,product_A,824
1248,product_B,748
1249,product_C,121
1250,product_D,110
1251,product_A,787
1252,product_A,299
1253,product_B,573
1254,product_C,344
1255,product_D,418
1256,product_A,968
1257,product_B,494
1258,product_C,279
1259,product_D,911
1260,product_A,884
1261,product_A,355
1262,product_B,753
1263,product_C,137
1264,product_D,969
1265,product_A,508
1266,product_B,558
1267,product_C,767
1268,product_D,564
1269,product_A,490
1270,product_B,469
1271,product_C,241
1272,product_D,272
1273,product_A,311
1274,product_B,833
1275,product_C,761
1276,product_D,339
1277,product_A,117
1278,product_B,687
1279,product_C,437
1280,product_D,11
1281,product_A,278
1282,product_B,941
1283,product_C,934
1284,product_D,12
1285,product_A,101
1286,product_B,976
1287,product_C,491
1288,product_D,911
1289,product_A,672
1290,product_B,459
1291,product_C,70
1292,product_D,629
1293,product_A,648
1294,product_B,126
1295,product_C,857
1296,product_D,25
1297,product_A,632
1298,product_B,735
1299,product_C,342
1300,product_D,490
1301,product_A,194
1302,product_B,56
1303,product_C,32
1304,product_D,342
1305,product_A,641
1306,product_B,637
1307,product_C,765
1308,product_D,708
1309,product_A,366
1310,product_B,828
1311,product_C,205
1312,product_D,244
1313,product_A,180
1314,product_B,240
1315,product_C,681
1316,product_D,86
1317,product_A,107
1318,product_B,433
1319,product_C,567
1320,product_D,553
1321,product_A,352
1322,product_B,526
1323,product_C,209
1324,product_D,56
1325,product_A,776
1326,product_B,341
1327,product_C,583
1328,product_D,282
1329,product_A,865
1330,product_B,694
1331,product_C,974
1332,product_D,641
1333,product_A,370
1334,product_B,545
1335,product_C,604
1336,product_D,403
1337,product_A,782
1338,product_B,139
1339,product_C,122
1340,product_D,533
1341,product_A,641
1342,product_B,953
1343,product_C,353
1344,product_D,366
1345,product_A,819
1346,product_B,864
1347,product_C,819
1348,product_D,919
1349,product_A,267
1350,product_B,349
1351,product_C,226
1352,product_D,168
1353,product_A,385
1354,product_B,111
1355,product_C,528
1356,product_D,361
1357,product_A,549
1358,product_B,648
1359,product_C,324
1360,product_D,758
1361,product_A,644
1362,product_B,135
1363,product_C,25
1364,product_D,344
1365,product_A,864
1366,product_B,305
1367,product_C,60
1368,product_D,139
1369,product_A,21
1370,product_B,71
1371,product_C,922
1372,product_D,58
1373,product_A,204
1374,product_B,45
1375,product_C,939
1376,product_D,832
1377,product_A,997
1378,product_B,627
1379,product_C,117
1380,product_D,40
1381,product_A,298
1382,product_B,473
1383,product_C,214
1384,product_D,577
1385,product_A,413
1386,product_B,332
1387,product_C,505
1388,product_D,286
1389,product_A,633
1390,product_B,448
1391,product_C,914
1392,product_D,22
1393,product_A,248
1394,product_B,836
1395,product_C,298
1396,product_D,925
1397,product_A,146
1398,product_B,737
1399,product_C,619
1400,product_D,638
1401,product_A,257
1402,product_B,875
1403,product_C,413
1404,product_D,74
1405,product_A,667
1406,product_B,622
1407,product_C,748
1408,product_D,528
1409,product_A,342
1410,product_B,769
1411,product_C,775
1412,product_D,214
1413,product_A,801
1414,product_B,19
1415,product_C,769
1416,product_D,691
1417,product_A,552
1418,product_B,600
1419,product_C,389
1420,product_D,15
1421,product_A,146
1422,product_B,360
1423,product_C,973
1424,product_D,823
1425,product_A,499
1426,product_B,101
1427,product_C,209
1428,product_D,166
1429,product_A,917
1430,product_B,717
1431,product_C,706
1432,product_D,270
1433,product_A,694
1434,product_B,56
1435,product_C,613
1436,product_D,213
1437,product_A,613
1438,product_B,552
1439,product_C,542
1440,product_D,497
1441,product_A,848
1442,product_B,192
1443,product_C,246
1444,product_D,612
1445,product_A,197
1446,product_B,855
1447,product_C,166
1448,product_D,752
1449,product_A,945
1450,product_B,991
1451,product_C,178
1452,product_D,710
1453,product_A,254
1454,product_B,909
1455,product_C,303
1456,product_D,550
1457,product_A,629
1458,product_B,527
1459,product_C,423
1460,product_D,380
1461,product_A,546
1462,product_B,776
1463,product_C,618
1464,product_D,984
1465,product_A,211
1466,product_B,220
1467,product_C,665
1468,product_D,358
1469,product_A,292
1470,product_B,554
1471,product_C,577
1472,product_D,680
1473,product_A,523
1474,product_B,419
1475,product_C,283
1476,product_D,184
1477,product_A,148
1478,product_B,816
1479,product_C,184
1480,product_D,585
1481,product_A,537
1482,product_B,176
1483,product_C,753
1484,product_D,141
1485,product_A,544
1486,product_B,729
1487,product_C,613
1488,product_D,573
1489,product_A,977
1490,product_B,192
1491,product_C,911
1492,product_D,454
1493,product_A,412
1494,product_B,27
1495,product_C,226
1496,product_D,210
1497,product_A,620
1498,product_B,888
1499,product_C,14
1500,product_D,306
1501,product_A,804
1502,product_B,377
1503,product_C,997
1504,product_D,58
1505,product_A,45
1506,product_B,563
1507,product_C,91
1508,product_D,413
1509,product_A,685
1510,product_B,688
1511,product_C,406
1512,product_D,414
1513,product_A,582
1514,product_B,784
1515,product_C,424
1516,product_D,670
1517,product_A,477
1518,product_B,599
1519,product_C,576
1520,product_D,544
1521,product_A,947
1522,product_B,355
1523,product_C,226
1524,product_D,542
1525,product_A,724
1526,product_B,709
1527,product_C,689
1528,product_D,121
1529,product_A,292
1530,product_B,286
1531,product_C,932
1532,product_D,647
1533,product_A,143
1534,product_B,443
1535,product_C,238
1536,product_D,764
1537,product_A,604
1538,product_B,432
1539,product_C,55
1540,product_D,165
1541,product_A,853
1542,product_B,555
1543,product_C,412
1544,product_D,79
1545,product_A,936
1546,product_B,757
1547,product_C,950
1548,product_D,794
1549,product_A,649
1550,product_B,94
1551,product_C,742
1552,product_D,628
1553,product_A,665
1554,product_B,22
1555,product_C,604
1556,product_D,75
1557,product_A,257
1558,product_B,730
1559,product_C,275
1560,product_D,509
1561,product_A,31
1562,product_B,316
1563,product_C,92
1564,product_D,102
1565,product_A,161
1566,product_B,412
1567,product_C,859
1568,product_D,645
1569,product_A,489
1570,product_B,200
1571,product_C,670
1572,product_D,381
1573,product_A,772
1574,product_B,805
1575,product_C,277
1576,product_D,674
1577,product_A,474
1578,product_B,240
1579,product_C,661
1580,product_D,505
1581,product_A,22
1582,product_B,961
1583,product_C,332
1584,product_D,12
1585,product_A,384
1586,product_B,142
1587,product_C,62
1588,product_D,909
1589,product_A,167
1590,product_B,566
1591,product_C,640
1592,product_D,341
1593,product_A,803
1594,product_B,192
1595,product_C,282
1596,product_D,26
1597,product_A,185
1598,product_B,226
1599,product_C,240
1600,product_D,884
1601,product_A,417
1602,product_B,108
1603,product_C,650
1604,product_D,598
1605,product_A,776
1606,product_B,415
1607,product_C,644
1608,product_D,590
1609,product_A,72
1610,product_B,391
1611,product_C,160
1612,product_D,412
1613,product_A,904
1614,product_B,595
1615,product_C,204
1616,product_D,860
1617,product_A,512
1618,product_B,379
1619,product_C,259
1620,product_D,229
1621,product_A,401
1622,product_B,536
1623,product_C,336
1624,product_D,983
1625,product_A,378
1626,product_B,642
1627,product_C,934
1628,product_D,820
1629,product_A,953
1630,product_B,532
1631,product_C,467
1632,product_D,475
1633,product_A,893
1634,product_B,225
1635,product_C,18
1636,product_D,904
1637,product_A,739
1638,product_B,982
1639,product_C,803
1640,product_D,15
1641,product_A,174
1642,product_B,472
1643,product_C,93
1644,product_D,619
1645,product_A,493
1646,product_B,754
1647,product_C,700
1648,product_D,249
1649,product_A,28
1650,product_B,572
1651,product_C,515
1652,product_D,921
1653,product_A,141
1654,product_B,475
1655,product_C,473
1656,product_D,208
1657,product_A,469
1658,product_B,332
1659,product_C,628
1660,product_D,139
1661,product_A,96
1662,product_B,460
1663,product_C,183
